Sigla;Código;Município;Renda - rendimentos do trabalho (2000)
PI;2207934;Pedro Laurentino;41531
PI;2207959;Nova Santa Rita;41866
PI;2208007;Picos;67759
PI;2208106;Pimenteiras;43229
PI;2208205;Pio IX;6725
PI;2208304;Piracuruca;52384
PI;2208403;Piripiri;59844
PI;2208502;Porto;65398
PI;2208551;Porto Alegre do Piauí;54869
PI;2208601;Prata do Piauí;52244
PI;2208650;Queimada Nova;52919
PI;2208700;Redenção do Gurguéia;63111
PI;2208809;Regeneração;49304
PI;2208858;Riacho Frio;67532
PI;2208874;Ribeira do Piauí;37595
PI;2208908;Ribeiro Gonçalves;63136
PI;2209005;Rio Grande do Piauí;63359
PI;2209104;Santa Cruz do Piauí;53261
PI;2209153;Santa Cruz dos Milagres;36949
PI;2209203;Santa Filomena;67795
PI;2209302;Santa Luz;73162
PI;2209351;Santana do Piauí;45151
PI;2209377;Santa Rosa do Piauí;45147
PI;2209401;Santo Antônio de Lisboa;63192
PI;2209450;Santo Antônio dos Milagres;58879
PI;2209500;Santo Inácio do Piauí;58905
PI;2209559;São Braz do Piauí;67941
PI;2209609;São Félix do Piauí;55487
PI;2209658;São Francisco de Assis do Piauí;53298
PI;2209708;São Francisco do Piauí;42558
PI;2209757;São Gonçalo do Gurguéia;63067
PI;2209807;São Gonçalo do Piauí;62068
PI;2209856;São João da Canabrava;41579
PI;2209872;São João da Fronteira;44986
PI;2209906;São João da Serra;4926
PI;2209955;São João da Varjota;47122
PI;2209971;São João do Arraial;61873
PI;2210003;São João do Piauí;59428
PI;2210052;São José do Divino;57203
PI;2210102;São José do Peixe;56435
PI;2210201;São José do Piauí;32698
PI;2210300;São Julião;52243
PI;2210359;São Lourenço do Piauí;66226
PI;2210375;São Luis do Piauí;35388
PI;2210383;São Miguel da Baixa Grande;53289
PI;2210391;São Miguel do Fidalgo;38595
PI;2210409;São Miguel do Tapuio;55552
PI;2210508;São Pedro do Piauí;65219
PI;2210607;São Raimundo Nonato;79973
PI;2210623;Sebastião Barros;6587
PI;2210631;Sebastião Leal;61653
PI;2210656;Sigefredo Pacheco;63674
PI;2210706;Simões;56641
PI;2210805;Simplício Mendes;65705
PI;2210904;Socorro do Piauí;42342
PI;2210938;Sussuapara;47262
PI;2210953;Tamboril do Piauí;65477
PI;2210979;Tanque do Piauí;54678
PI;2211001;Teresina;72801
PI;2211100;União;67362
PI;2211209;Uruçuí;71621
PI;2211308;Valença do Piauí;5603
PI;2211357;Várzea Branca;56481
PI;2211407;Várzea Grande;53793
PI;2211506;Vera Mendes;43621
PI;2211605;Vila Nova do Piauí;61363
PI;2211704;Wall Ferraz;56869
PR;4100103;Abatiá;71979
PR;4100202;Adrianópolis;53187
PR;4100301;Agudos do Sul;62942
PR;4100400;Almirante Tamandaré;76009
PR;4100459;Altamira do Paraná;64657
PR;4100509;Altônia;71607
PR;4100608;Alto Paraná;77142
PR;4100707;Alto Piquiri;69974
PR;4100806;Alvorada do Sul;72435
PR;4100905;Amaporã;70845
PR;4101002;Ampére;77048
PR;4101051;Anahy;71694
PR;4101101;Andirá;75916
PR;4101150;Ângulo;72658
PR;4101200;Antonina;63579
PR;4101309;Antônio Olinto;68466
PR;4101408;Apucarana;76823
PR;4101507;Arapongas;78388
PR;4101606;Arapoti;74831
PR;4101655;Arapuã;65804
PR;4101705;Araruna;72639
PR;4101804;Araucária;72798
PR;4101853;Ariranha do Ivaí;62268
PR;4101903;Assaí;6922
PR;4102000;Assis Chateaubriand;72828
PR;4102109;Astorga;78949
PR;4102208;Atalaia;75135
PR;4102307;Balsa Nova;7407
PR;4102406;Bandeirantes;75292
PR;4102505;Barbosa Ferraz;60708
PR;4102604;Barracão;77018
PR;4102703;Barra do Jacaré;66737
PR;4102752;Bela Vista da Caroba;74775
PR;4102802;Bela Vista do Paraíso;71784
PR;4102901;Bituruna;74031
PR;4103008;Boa Esperança;69174
PR;4103024;Boa Esperança do Iguaçu;78431
PR;4103040;Boa Ventura de São Roque;68422
PR;4103057;Boa Vista da Aparecida;71839
PR;4103107;Bocaiúva do Sul;7175
PR;4103156;Bom Jesus do Sul;67137
PR;4103206;Bom Sucesso;7659
PR;4103222;Bom Sucesso do Sul;68366
PR;4103305;Borrazópolis;70689
PR;4103354;Braganey;69127
PR;4103370;Brasilândia do Sul;69952
PR;4103404;Cafeara;71918
PR;4103453;Cafelândia;81253
PR;4103479;Cafezal do Sul;73627
PR;4103503;Califórnia;77899
PR;4103602;Cambará;76796
PR;4103701;Cambé;75079
PR;4103800;Cambira;77076
PR;4103909;Campina da Lagoa;67873
PR;4103958;Campina do Simão;68105
PR;4104006;Campina Grande do Sul;74125
PR;4104055;Campo Bonito;72953
PR;4104105;Campo do Tenente;67272
PR;4104204;Campo Largo;70676
PR;4104253;Campo Magro;71141
PR;4104303;Campo Mourão;74014
PR;4104402;Cândido de Abreu;65434
PR;4104428;Candói;67415
PR;4104451;Cantagalo;67025
PR;4104501;Capanema;78981
PR;4104600;Capitão Leônidas Marques;69668
PR;4104659;Carambeí;74603
PR;4104709;Carlópolis;75165
PR;4104808;Cascavel;77052
PR;4104907;Castro;71088
PR;4105003;Catanduvas;64703
PR;4105102;Centenário do Sul;72144
PR;4105201;Cerro Azul;61651
PR;4105300;Céu Azul;74191
PR;4105409;Chopinzinho;70903
PR;4105508;Cianorte;77182
PR;4105607;Cidade Gaúcha;78846
PR;4105706;Clevelândia;67243
PR;4105805;Colombo;77507
PR;4105904;Colorado;78007
PR;4106001;Congonhinhas;67957
PR;4106100;Conselheiro Mairinck;68212
PR;4106209;Contenda;67873
PR;4106308;Corbélia;79168
PR;4106407;Cornélio Procópio;75823
PR;4106456;Coronel Domingos Soares;57907
PR;4106506;Coronel Vivida;72228
PR;4106555;Corumbataí do Sul;64543
PR;4106571;Cruzeiro do Iguaçu;72483
PR;4106605;Cruzeiro do Oeste;69121
PR;4106704;Cruzeiro do Sul;74199
PR;4106803;Cruz Machado;64777
PR;4106852;Cruzmaltina;65157
PR;4106902;Curitiba;73216
PR;4107009;Curiúva;7092
PR;4107108;Diamante do Norte;73904
PR;4107124;Diamante do Sul;6321
PR;4107157;Diamante D'Oeste;69863
PR;4107207;Dois Vizinhos;76212
PR;4107256;Douradina;71591
PR;4107306;Doutor Camargo;69573
PR;4107405;Enéas Marques;77116
PR;4107504;Engenheiro Beltrão;74503
PR;4107520;Esperança Nova;73311
PR;4107538;Entre Rios do Oeste;77064
PR;4107546;Espigão Alto do Iguaçu;66809
PR;4107553;Farol;71218
PR;4107603;Faxinal;73971
PR;4107652;Fazenda Rio Grande;75582
PR;4107702;Fênix;69707
PR;4107736;Fernandes Pinheiro;54939
PR;4107751;Figueira;68496
PR;4107801;Floraí;75232
PR;4107850;Flor da Serra do Sul;76687
PR;4107900;Floresta;76312
PR;4108007;Florestópolis;74778
PR;4108106;Flórida;77725
PR;4108205;Formosa do Oeste;71212
PR;4108304;Foz do Iguaçu;78941
PR;4108320;Francisco Alves;72641
PR;4108403;Francisco Beltrão;77026
PR;4108452;Foz do Jordão;65926
PR;4108502;General Carneiro;77648
PR;4108551;Godoy Moreira;49465
PR;4108601;Goioerê;70186
PR;4108650;Goioxim;6242
PR;4108700;Grandes Rios;66139
PR;4108809;Guaíra;74149
PR;4108908;Guairaçá;72207
PR;4108957;Guamiranga;62261
PR;4109005;Guapirama;72652
PR;4109104;Guaporema;75798
PR;4109203;Guaraci;71757
PR;4109302;Guaraniaçu;70958
PR;4109401;Guarapuava;76336
PR;4109500;Guaraqueçaba;67877
PR;4109609;Guaratuba;71277
PR;4109658;Honório Serpa;61864
PR;4109708;Ibaiti;7465
PR;4109757;Ibema;75446
PR;4109807;Ibiporã;74785
PR;4109906;Icaraíma;68308
PR;4110003;Iguaraçu;73278
PR;4110052;Iguatu;67537
PR;4110078;Imbaú;62251
PR;4110102;Imbituva;73904
PR;4110201;Inácio Martins;69283
PR;4110300;Inajá;73308
PR;4110409;Indianópolis;73715
PR;4110508;Ipiranga;64856
PR;4110607;Iporã;71501
PR;4110656;Iracema do Oeste;66895
PR;4110706;Irati;694
PR;4110805;Iretama;6149
PR;4110904;Itaguajé;71097
PR;4110953;Itaipulândia;65611
PR;4111001;Itambaracá;75239
PR;4111100;Itambé;76787
PR;4111209;Itapejara d'Oeste;73739
PR;4111258;Itaperuçu;64454
PR;4111308;Itaúna do Sul;71168
PR;4111407;Ivaí;68004
PR;4111506;Ivaiporã;63594
PR;4111555;Ivaté;71825
PR;4111605;Ivatuba;73822
PR;4111704;Jaboti;6905
PR;4111803;Jacarezinho;71572
PR;4111902;Jaguapitã;73571
PR;4112009;Jaguariaíva;71655
PR;4112108;Jandaia do Sul;73589
PR;4112207;Janiópolis;65926
PR;4112306;Japira;74732
PR;4112405;Japurá;78431
PR;4112504;Jardim Alegre;58503
PR;4112603;Jardim Olinda;6408
PR;4112702;Jataizinho;74527
PR;4112751;Jesuítas;71458
PR;4112801;Joaquim Távora;70183
PR;4112900;Jundiaí do Sul;71582
PR;4112959;Juranda;74118
PR;4113007;Jussara;79147
PR;4113106;Kaloré;69548
PR;4113205;Lapa;64119
PR;4113254;Laranjal;68248
PR;4113304;Laranjeiras do Sul;65976
PR;4113403;Leópolis;73368
PR;4113429;Lidianópolis;64172
PR;4113452;Lindoeste;74107
PR;4113502;Loanda;709
PR;4113601;Lobato;77403
PR;4113700;Londrina;77298
PR;4113734;Luiziana;71559
PR;4113759;Lunardelli;701
PR;4113809;Lupionópolis;75117
PR;4113908;Mallet;62807
PR;4114005;Mamborê;71676
PR;4114104;Mandaguaçu;7519
PR;4114203;Mandaguari;71571
PR;4114302;Mandirituba;64422
PR;4114351;Manfrinópolis;7375
PR;4114401;Mangueirinha;71714
PR;4114500;Manoel Ribas;70964
PR;4114609;Marechal Cândido Rondon;7715
PR;4114708;Maria Helena;67583
PR;4114807;Marialva;76322
PR;4114906;Marilândia do Sul;76059
PR;4115002;Marilena;6948
PR;4115101;Mariluz;67388
PR;4115200;Maringá;75286
PR;4115309;Mariópolis;71868
PR;4115358;Maripá;79705
PR;4115408;Marmeleiro;77395
PR;4115457;Marquinho;58685
PR;4115507;Marumbi;71482
PR;4115606;Matelândia;78191
PR;4115705;Matinhos;73365
PR;4115739;Mato Rico;58809
PR;4115754;Mauá da Serra;77104
PR;4115804;Medianeira;76853
PR;4115853;Mercedes;79929
PR;4115903;Mirador;70578
PR;4116000;Miraselva;71011
PR;4116059;Missal;72233
PR;4116109;Moreira Sales;72703
PR;4116208;Morretes;68637
PR;4116307;Munhoz de Melo;74561
PR;4116406;Nossa Senhora das Graças;74655
PR;4116505;Nova Aliança do Ivaí;73608
PR;4116604;Nova América da Colina;7491
PR;4116703;Nova Aurora;75843
PR;4116802;Nova Cantu;70049
PR;4116901;Nova Esperança;72074
PR;4116950;Nova Esperança do Sudoeste;79181
PR;4117008;Nova Fátima;73985
PR;4117057;Nova Laranjeiras;5108
PR;4117107;Nova Londrina;74782
PR;4117206;Nova Olímpia;71685
PR;4117214;Nova Santa Bárbara;6622
PR;4117222;Nova Santa Rosa;78974
PR;4117255;Nova Prata do Iguaçu;73919
PR;4117271;Nova Tebas;59293
PR;4117297;Novo Itacolomi;73785
PR;4117305;Ortigueira;57629
PR;4117404;Ourizona;75819
PR;4117453;Ouro Verde do Oeste;71799
PR;4117503;Paiçandu;73975
PR;4117602;Palmas;68358
PR;4117701;Palmeira;67762
PR;4117800;Palmital;7049
PR;4117909;Palotina;8179
PR;4118006;Paraíso do Norte;74614
PR;4118105;Paranacity;74173
PR;4118204;Paranaguá;69443
PR;4118303;Paranapoema;73002
PR;4118402;Paranavaí;74528
PR;4118451;Pato Bragado;7631
PR;4118501;Pato Branco;72694
PR;4118600;Paula Freitas;63034
PR;4118709;Paulo Frontin;61107
PR;4118808;Peabiru;72054
PR;4118857;Perobal;7286
PR;4118907;Pérola;71422
PR;4119004;Pérola d'Oeste;76162
PR;4119103;Piên;72682
PR;4119152;Pinhais;76393
PR;4119202;Pinhalão;77854
PR;4119251;Pinhal de São Bento;66179
PR;4119301;Pinhão;59437
PR;4119400;Piraí do Sul;6946
PR;4119509;Piraquara;73052
PR;4119608;Pitanga;70078
PR;4119657;Pitangueiras;76756
PR;4119707;Planaltina do Paraná;72049
PR;4119806;Planalto;74774
PR;4119905;Ponta Grossa;71037
PR;4119954;Pontal do Paraná;69135
PR;4120002;Porecatu;74125
PR;4120101;Porto Amazonas;67782
PR;4120150;Porto Barreiro;73451
PR;4120200;Porto Rico;71945
PR;4120309;Porto Vitória;67683
PR;4120333;Prado Ferreira;71525
PR;4120358;Pranchita;79059
PR;4120408;Presidente Castelo Branco;77261
PR;4120507;Primeiro de Maio;69678
PR;4120606;Prudentópolis;71729
PR;4120655;Quarto Centenário;67304
PR;4120705;Quatiguá;74932
PR;4120804;Quatro Barras;77392
PR;4120853;Quatro Pontes;80328
PR;4120903;Quedas do Iguaçu;67071
PR;4121000;Querência do Norte;69155
PR;4121109;Quinta do Sol;69987
PR;4121208;Quitandinha;64699
PR;4121257;Ramilândia;69931
PR;4121307;Rancho Alegre;72201
PR;4121356;Rancho Alegre D'Oeste;67536
PR;4121406;Realeza;75286
PR;4121505;Rebouças;63895
PR;4121604;Renascença;78638
PR;4121703;Reserva;60091
PR;4121752;Reserva do Iguaçu;65158
PR;4121802;Ribeirão Claro;73344
PR;4121901;Ribeirão do Pinhal;74038
PR;4122008;Rio Azul;70537
PR;4122107;Rio Bom;72737
PR;4122156;Rio Bonito do Iguaçu;75746
PR;4122172;Rio Branco do Ivaí;63655
PR;4122206;Rio Branco do Sul;65639
PR;4122305;Rio Negro;72132
PR;4122404;Rolândia;77024
PR;4122503;Roncador;6634
PR;4122602;Rondon;76483
PR;4122651;Rosário do Ivaí;62288
PR;4122701;Sabáudia;75725
PR;4122800;Salgado Filho;75319
PR;4122909;Salto do Itararé;69734
PR;4123006;Salto do Lontra;73306
PR;4123105;Santa Amélia;74253
PR;4123204;Santa Cecília do Pavão;68692
PR;4123303;Santa Cruz de Monte Castelo;73009
PR;4123402;Santa Fé;79213
PR;4123501;Santa Helena;76244
PR;4123600;Santa Inês;74572
PR;4123709;Santa Isabel do Ivaí;68235
PR;4123808;Santa Izabel do Oeste;73454
PR;4123824;Santa Lúcia;71049
PR;4123857;Santa Maria do Oeste;71728
PR;4123907;Santa Mariana;74631
PR;4123956;Santa Mônica;70551
PR;4124004;Santana do Itararé;65884
PR;4124020;Santa Tereza do Oeste;77808
PR;4124053;Santa Terezinha de Itaipu;73929
PR;4124103;Santo Antônio da Platina;74726
PR;4124202;Santo Antônio do Caiuá;69886
PR;4124301;Santo Antônio do Paraíso;69542
PR;4124400;Santo Antônio do Sudoeste;74327
PR;4124509;Santo Inácio;7755
PR;4124608;São Carlos do Ivaí;78104
PR;4124707;São Jerônimo da Serra;67939
PR;4124806;São João;70537
PR;4124905;São João do Caiuá;75707
PR;4125001;São João do Ivaí;65218
PR;4125100;São João do Triunfo;72927
PR;4125209;São Jorge d'Oeste;7717
PR;4125308;São Jorge do Ivaí;78248
PR;4125357;São Jorge do Patrocínio;71782
PR;4125407;São José da Boa Vista;5874
PR;4125456;São José das Palmeiras;70828
PR;4125506;São José dos Pinhais;75718
PR;4125555;São Manoel do Paraná;7569
PR;4125605;São Mateus do Sul;6448
PR;4125704;São Miguel do Iguaçu;70892
PR;4125753;São Pedro do Iguaçu;75664
PR;4125803;São Pedro do Ivaí;72326
PR;4125902;São Pedro do Paraná;7317
PR;4126009;São Sebastião da Amoreira;70939
PR;4126108;São Tomé;77177
PR;4126207;Sapopema;69319
PR;4126256;Sarandi;78507
PR;4126272;Saudade do Iguaçu;73935
PR;4126306;Sengés;74219
PR;4126355;Serranópolis do Iguaçu;75022
PR;4126405;Sertaneja;73729
PR;4126504;Sertanópolis;77761
PR;4126603;Siqueira Campos;72568
PR;4126652;Sulina;6949
PR;4126678;Tamarana;65796
PR;4126702;Tamboara;7332
PR;4126801;Tapejara;81195
PR;4126900;Tapira;70201
PR;4127007;Teixeira Soares;59259
PR;4127106;Telêmaco Borba;69221
PR;4127205;Terra Boa;77263
PR;4127304;Terra Rica;74411
PR;4127403;Terra Roxa;74701
PR;4127502;Tibagi;67538
PR;4127601;Tijucas do Sul;68417
PR;4127700;Toledo;77882
PR;4127809;Tomazina;70649
PR;4127858;Três Barras do Paraná;75173
PR;4127882;Tunas do Paraná;5953
PR;4127908;Tuneiras do Oeste;77369
PR;4127957;Tupãssi;68767
PR;4127965;Turvo;713
PR;4128005;Ubiratã;64357
PR;4128104;Umuarama;75234
PR;4128203;União da Vitória;69222
PR;4128302;Uniflor;75363
PR;4128401;Uraí;68938
PR;4128500;Wenceslau Braz;67638
PR;4128534;Ventania;69756
PR;4128559;Vera Cruz do Oeste;70094
PR;4128609;Verê;73759
PR;4128625;Vila Alta;70342
PR;4128633;Doutor Ulysses;64682
PR;4128658;Virmond;72744
PR;4128708;Vitorino;7303
PR;4128807;Xambrê;68464
PR;4199919;Assunguy de Cima;NA
PR;4199929;Conchas;NA
PR;4199939;Palmira;NA
PR;4199949;Porto de Cima;NA
RJ;3300100;Angra dos Reis;66822
RJ;3300159;Aperibé;70063
RJ;3300209;Araruama;65992
RJ;3300225;Areal;68534
RJ;3300233;Armação dos Búzios;6995
RJ;3300258;Arraial do Cabo;70431
RJ;3300308;Barra do Piraí;62005
RJ;3300407;Barra Mansa;67788
RJ;3300456;Belford Roxo;64675
RJ;3300506;Bom Jardim;72565
RJ;3300605;Bom Jesus do Itabapoana;66779
RJ;3300704;Cabo Frio;67218
RJ;3300803;Cachoeiras de Macacu;68111
RJ;3300902;Cambuci;70638
RJ;3300936;Carapebus;70432
RJ;3300951;Comendador Levy Gasparian;62686
RJ;3301009;Campos dos Goytacazes;69239
RJ;3301108;Cantagalo;71162
RJ;3301157;Cardoso Moreira;66993
RJ;3301207;Carmo;63391
RJ;3301306;Casimiro de Abreu;71082
RJ;3301405;Conceição de Macabu;67984
RJ;3301504;Cordeiro;70342
RJ;3301603;Duas Barras;71909
RJ;3301702;Duque de Caxias;66102
RJ;3301801;Engenheiro Paulo de Frontin;62996
RJ;3301850;Guapimirim;68309
RJ;3301876;Iguaba Grande;65447
RJ;3301900;Itaboraí;68138
RJ;3302007;Itaguaí;68428
RJ;3302056;Italva;65699
RJ;3302106;Itaocara;72138
RJ;3302205;Itaperuna;69386
RJ;3302254;Itatiaia;75428
RJ;3302270;Japeri;63308
RJ;3302304;Laje do Muriaé;64226
RJ;3302403;Macaé;7451
RJ;3302452;Macuco;67115
RJ;3302502;Magé;64471
RJ;3302601;Mangaratiba;67983
RJ;3302700;Maricá;66276
RJ;3302809;Mendes;56708
RJ;3302858;Mesquita;NA
RJ;3302908;Miguel Pereira;62635
RJ;3303005;Miracema;6627
RJ;3303104;Natividade;70889
RJ;3303203;Nilópolis;64651
RJ;3303302;Niterói;60803
RJ;3303401;Nova Friburgo;688
RJ;3303500;Nova Iguaçu;66116
RJ;3303609;Paracambi;61321
RJ;3303708;Paraíba do Sul;57997
RJ;3303807;Parati;71315
RJ;3303856;Paty do Alferes;68869
RJ;3303906;Petrópolis;68419
RJ;3303955;Pinheiral;67474
RJ;3304003;Piraí;60156
RJ;3304102;Porciúncula;6669
RJ;3304110;Porto Real;7271
RJ;3304128;Quatis;75552
RJ;3304144;Queimados;62951
RJ;3304151;Quissamã;64881
RJ;3304201;Resende;73868
RJ;3304300;Rio Bonito;69447
RJ;3304409;Rio Claro;7006
RJ;3304508;Rio das Flores;67813
RJ;3304524;Rio das Ostras;70919
RJ;3304557;Rio de Janeiro;63728
RJ;3304607;Santa Maria Madalena;78037
RJ;3304706;Santo Antônio de Pádua;71362
RJ;3304755;São Francisco de Itabapoana;71857
RJ;3304805;São Fidélis;651
RJ;3304904;São Gonçalo;67008
RJ;3305000;São João da Barra;6601
RJ;3305109;São João de Meriti;68358
RJ;3305133;São José de Ubá;64072
RJ;3305158;São José do Vale do Rio Preto;7412
RJ;3305208;São Pedro da Aldeia;69164
RJ;3305307;São Sebastião do Alto;72556
RJ;3305406;Sapucaia;58159
RJ;3305505;Saquarema;61701
RJ;3305554;Seropédica;66769
RJ;3305604;Silva Jardim;7079
RJ;3305703;Sumidouro;65393
RJ;3305752;Tanguá;62081
RJ;3305802;Teresópolis;70859
RJ;3305901;Trajano de Morais;72585
RJ;3306008;Três Rios;60586
RJ;3306107;Valença;61325
RJ;3306156;Varre-Sai;73562
RJ;3306206;Vassouras;63286
RJ;3306305;Volta Redonda;63277
RJ;3399919;Sâo João Marcos;NA
RJ;3399929;São Sebastião do Parahyba;NA
RN;2400109;Acari;66577
RN;2400208;Açu;59579
RN;2400307;Afonso Bezerra;451
RN;2400406;Água Nova;32405
RN;2400505;Alexandria;39844
RN;2400604;Almino Afonso;41794
RN;2400703;Alto do Rodrigues;62191
RN;2400802;Angicos;58326
RN;2400901;Antônio Martins;30767
RN;2401008;Apodi;52615
RN;2401107;Areia Branca;56295
RN;2401206;Arês;60473
RN;2401305;Augusto Severo;44583
RN;2401404;Baía Formosa;49101
RN;2401453;Baraúna;60887
RN;2401503;Barcelona;46858
RN;2401602;Bento Fernandes;35188
RN;2401651;Bodó;44958
RN;2401701;Bom Jesus;49361
RN;2401800;Brejinho;56436
RN;2401859;Caiçara do Norte;58891
RN;2401909;Caiçara do Rio do Vento;43482
RN;2402006;Caicó;6825
RN;2402105;Campo Redondo;36511
RN;2402204;Canguaretama;52629
RN;2402303;Caraúbas;48249
RN;2402402;Carnaúba dos Dantas;57207
RN;2402501;Carnaubais;43952
RN;2402600;Ceará-Mirim;53689
RN;2402709;Cerro Corá;44322
RN;2402808;Coronel Ezequiel;30461
RN;2402907;Coronel João Pessoa;2438
RN;2403004;Cruzeta;64555
RN;2403103;Currais Novos;59668
RN;2403202;Doutor Severiano;26304
RN;2403251;Parnamirim;73807
RN;2403301;Encanto;33106
RN;2403400;Equador;57591
RN;2403509;Espírito Santo;47329
RN;2403608;Extremoz;62728
RN;2403707;Felipe Guerra;50076
RN;2403756;Fernando Pedroza;48384
RN;2403806;Florânia;55536
RN;2403905;Francisco Dantas;38481
RN;2404002;Frutuoso Gomes;36427
RN;2404101;Galinhos;57022
RN;2404200;Goianinha;52285
RN;2404309;Governador Dix-Sept Rosado;5195
RN;2404408;Grossos;51057
RN;2404507;Guamaré;55041
RN;2404606;Ielmo Marinho;44221
RN;2404705;Ipanguaçu;49272
RN;2404804;Ipueira;60859
RN;2404853;Itajá;59372
RN;2404903;Itaú;5457
RN;2405009;Jaçanã;42888
RN;2405108;Jandaíra;55106
RN;2405207;Janduís;50658
RN;2405306;Januário Cicco;42379
RN;2405405;Japi;34627
RN;2405504;Jardim de Angicos;49901
RN;2405603;Jardim de Piranhas;70763
RN;2405702;Jardim do Seridó;65218
RN;2405801;João Câmara;53575
RN;2405900;João Dias;29724
RN;2406007;José da Penha;3514
RN;2406106;Jucurutu;56537
RN;2406155;Jundiá;NA
RN;2406205;Lagoa d'Anta;45279
RN;2406304;Lagoa de Pedras;36617
RN;2406403;Lagoa de Velhos;51713
RN;2406502;Lagoa Nova;43903
RN;2406601;Lagoa Salgada;4445
RN;2406700;Lajes;57512
RN;2406809;Lajes Pintadas;32822
RN;2406908;Lucrécia;45373
RN;2407005;Luís Gomes;32743
RN;2407104;Macaíba;66628
RN;2407203;Macau;57546
RN;2407252;Major Sales;39602
RN;2407302;Marcelino Vieira;38385
RN;2407401;Martins;37245
RN;2407500;Maxaranguape;56324
RN;2407609;Messias Targino;54324
RN;2407708;Montanhas;49725
RN;2407807;Monte Alegre;51741
RN;2407906;Monte das Gameleiras;39794
RN;2408003;Mossoró;66181
RN;2408102;Natal;6729
RN;2408201;Nísia Floresta;62127
RN;2408300;Nova Cruz;42797
RN;2408409;Olho-d'Água do Borges;45902
RN;2408508;Ouro Branco;56788
RN;2408607;Paraná;3382
RN;2408706;Paraú;47959
RN;2408805;Parazinho;48099
RN;2408904;Parelhas;66933
RN;2408953;Rio do Fogo;50662
RN;2409100;Passa e Fica;43554
RN;2409209;Passagem;44661
RN;2409308;Patu;51889
RN;2409332;Santa Maria;50053
RN;2409407;Pau dos Ferros;62746
RN;2409506;Pedra Grande;52084
RN;2409605;Pedra Preta;35076
RN;2409704;Pedro Avelino;50131
RN;2409803;Pedro Velho;43362
RN;2409902;Pendências;55218
RN;2410009;Pilões;42659
RN;2410108;Poço Branco;44001
RN;2410207;Portalegre;35506
RN;2410256;Porto do Mangue;59866
RN;2410306;Presidente Juscelino;47878
RN;2410405;Pureza;47046
RN;2410504;Rafael Fernandes;45902
RN;2410603;Rafael Godeiro;41002
RN;2410702;Riacho da Cruz;43616
RN;2410801;Riacho de Santana;30483
RN;2410900;Riachuelo;46577
RN;2411007;Rodolfo Fernandes;53775
RN;2411056;Tibau;69128
RN;2411106;Ruy Barbosa;43187
RN;2411205;Santa Cruz;50277
RN;2411403;Santana do Matos;40226
RN;2411429;Santana do Seridó;63399
RN;2411502;Santo Antônio;4702
RN;2411601;São Bento do Norte;49281
RN;2411700;São Bento do Trairí;44418
RN;2411809;São Fernando;61798
RN;2411908;São Francisco do Oeste;50082
RN;2412005;São Gonçalo do Amarante;6706
RN;2412104;São João do Sabugi;54329
RN;2412203;São José de Mipibu;6343
RN;2412302;São José do Campestre;42182
RN;2412401;São José do Seridó;6185
RN;2412500;São Miguel;32866
RN;2412559;São Miguel de Touros;41458
RN;2412609;São Paulo do Potengi;51201
RN;2412708;São Pedro;49652
RN;2412807;São Rafael;4725
RN;2412906;São Tomé;42908
RN;2413003;São Vicente;45237
RN;2413102;Senador Elói de Souza;47829
RN;2413201;Senador Georgino Avelino;67466
RN;2413300;Serra de São Bento;35886
RN;2413359;Serra do Mel;65332
RN;2413409;Serra Negra do Norte;62545
RN;2413508;Serrinha;44003
RN;2413557;Serrinha dos Pintos;36313
RN;2413607;Severiano Melo;55432
RN;2413706;Sítio Novo;36057
RN;2413805;Taboleiro Grande;45293
RN;2413904;Taipu;57097
RN;2414001;Tangará;48015
RN;2414100;Tenente Ananias;32563
RN;2414159;Tenente Laurentino Cruz;42196
RN;2414209;Tibau do Sul;64182
RN;2414308;Timbaúba dos Batistas;66091
RN;2414407;Touros;46157
RN;2414456;Triunfo Potiguar;40721
RN;2414506;Umarizal;50964
RN;2414605;Upanema;42695
RN;2414704;Várzea;51881
RN;2414753;Venha-Ver;25639
RN;2414803;Vera Cruz;57208
RN;2414902;Viçosa;46532
RN;2415008;Vila Flor;62297
RO;1100015;Alta Floresta D'Oeste;75694
RO;1100023;Ariquemes;68734
RO;1100031;Cabixi;71881
RO;1100049;Cacoal;7203
RO;1100056;Cerejeiras;70519
RO;1100064;Colorado do Oeste;76787
RO;1100072;Corumbiara;60343
RO;1100080;Costa Marques;73744
RO;1100098;Espigão D'Oeste;60603
RO;1100106;Guajará-Mirim;68751
RO;1100114;Jaru;67405
RO;1100122;Ji-Paraná;79805
RO;1100130;Machadinho D'Oeste;45565
RO;1100148;Nova Brasilândia D'Oeste;64324
RO;1100155;Ouro Preto do Oeste;76505
RO;1100189;Pimenta Bueno;71648
RO;1100205;Porto Velho;75261
RO;1100254;Presidente Médici;70898
RO;1100262;Rio Crespo;52528
RO;1100288;Rolim de Moura;76503
RO;1100296;Santa Luzia D'Oeste;69732
RO;1100304;Vilhena;78698
RO;1100320;São Miguel do Guaporé;73576
RO;1100338;Nova Mamoré;55596
RO;1100346;Alvorada D'Oeste;64786
RO;1100379;Alto Alegre dos Parecis;70419
RO;1100403;Alto Paraíso;49718
RO;1100452;Buritis;64397
RO;1100502;Novo Horizonte do Oeste;56372
RO;1100601;Cacaulândia;60153
RO;1100700;Campo Novo de Rondônia;56251
RO;1100809;Candeias do Jamari;7045
